0.0,378.15
1e-06,378.0828370381382
2e-06,378.0156741305401
3e-06,377.9485113314691
4e-06,377.88134869518836
5e-06,377.8141862759608
6e-06,377.74702412804874
7e-06,377.67986230571375
8e-06,377.6127008632168
9e-06,377.54553985481766
1e-05,377.4783793347753
1.1e-05,377.4112193573474
1.2e-05,377.3440599767904
1.3e-05,377.2769012473592
1.4e-05,377.20974322330716
1.5e-05,377.1425859588859
1.6e-05,377.0754295083453
1.7e-05,377.0082739259331
1.8e-05,376.9411192658951
1.9e-05,376.8739655824748
2e-05,376.8068129299133
2.1e-05,376.7396613624493
2.2e-05,376.67251093431867
2.3e-05,376.6053616997547
2.4e-05,376.53821371298784
2.5e-05,376.4710670282453
2.6e-05,376.40392169975127
2.7e-05,376.33677778172665
2.8e-05,376.2696353283889
2.9e-05,376.20249439395195
3e-05,376.135355032626
3.1e-05,376.06821729861747
3.2e-05,376.0010812461289
3.3e-05,375.9339469293586
3.4e-05,375.86681440250084
3.5e-05,375.7996837197455
3.6e-05,375.73255493527785
3.7e-05,375.66542810327877
3.8e-05,375.59830327792434
3.9e-05,375.5311805133857
4e-05,375.4640598638291
4.1e-05,375.3969413834156
4.2e-05,375.32982512630105
4.3e-05,375.26271114663587
4.4e-05,375.19559949856495
4.5e-05,375.12849023622766
4.6e-05,375.06138341375737
4.7e-05,374.9942790852818
4.8e-05,374.9271773049224
4.9e-05,374.8600781267945
5e-05,374.7929816050073
5.1e-05,374.72588779366333
5.2e-05,374.6587967468587
5.3e-05,374.59170851868276
5.4e-05,374.5246231632181
5.5e-05,374.4575407345402
5.6e-05,374.3904612867177
5.7e-05,374.3233848738118
5.8e-05,374.2563115498764
5.9e-05,374.189241368958
6e-05,374.1221743850954
6.1e-05,374.0551106523197
6.2e-05,373.98805022465416
6.3e-05,373.92099315611404
6.4e-05,373.8539395007063
6.5e-05,373.7868893124298
6.6e-05,373.7198426452751
6.7e-05,373.65279955322393
6.8e-05,373.5857600902496
6.9e-05,373.5187243103166
7e-05,373.45169226738045
7.1e-05,373.38466401538767
7.2e-05,373.31763960827556
7.3e-05,373.25061909997214
7.4e-05,373.183602544396
7.5e-05,373.15
7.6e-05,373.15
7.7e-05,373.15
7.8e-05,373.15
7.9e-05,373.15
8e-05,373.15
8.1e-05,373.15
8.2e-05,373.15
8.3e-05,373.15
8.4e-05,373.15
8.5e-05,373.15
8.6e-05,373.15
8.7e-05,373.15
8.8e-05,373.15
8.9e-05,373.15
9e-05,373.15
9.1e-05,373.15
9.2e-05,373.15
9.3e-05,373.15
9.4e-05,373.15
9.5e-05,373.15
9.6e-05,373.15
9.7e-05,373.15
9.8e-05,373.15
9.9e-05,373.15
0.0001,373.15
0.000101,373.15
0.000102,373.15
0.000103,373.15
0.000104,373.15
0.000105,373.15
0.000106,373.15
0.000107,373.15
0.000108,373.15
0.000109,373.15
0.00011,373.15
0.000111,373.15
0.000112,373.15
0.000113,373.15
0.000114,373.15
0.000115,373.15
0.000116,373.15
0.000117,373.15
0.000118,373.15
0.000119,373.15
0.00012,373.15
0.000121,373.15
0.000122,373.15
0.000123,373.15
0.000124,373.15
0.000125,373.15
0.000126,373.15
0.000127,373.15
0.000128,373.15
0.000129,373.15
0.00013,373.15
0.000131,373.15
0.000132,373.15
0.000133,373.15
0.000134,373.15
0.000135,373.15
0.000136,373.15
0.000137,373.15
0.000138,373.15
0.000139,373.15
0.00014,373.15
0.000141,373.15
0.000142,373.15
0.000143,373.15
0.000144,373.15
0.000145,373.15
0.000146,373.15
0.000147,373.15
0.000148,373.15
0.000149,373.15
0.00015,373.15
0.000151,373.15
0.000152,373.15
0.000153,373.15
0.000154,373.15
0.000155,373.15
0.000156,373.15
0.000157,373.15
0.000158,373.15
0.000159,373.15
0.00016,373.15
0.000161,373.15
0.000162,373.15
0.000163,373.15
0.000164,373.15
0.000165,373.15
0.000166,373.15
0.000167,373.15
0.000168,373.15
0.000169,373.15
0.00017,373.15
0.000171,373.15
0.000172,373.15
0.000173,373.15
0.000174,373.15
0.000175,373.15
0.000176,373.15
0.000177,373.15
0.000178,373.15
0.000179,373.15
0.00018,373.15
0.000181,373.15
0.000182,373.15
0.000183,373.15
0.000184,373.15
0.000185,373.15
0.000186,373.15
0.000187,373.15
0.000188,373.15
0.000189,373.15
0.00019,373.15
0.000191,373.15
0.000192,373.15
0.000193,373.15
0.000194,373.15
0.000195,373.15
0.000196,373.15
0.000197,373.15
0.000198,373.15
0.000199,373.15
0.0002,373.15
0.000201,373.15
0.000202,373.15
0.000203,373.15
0.000204,373.15
0.000205,373.15
0.000206,373.15
0.000207,373.15
0.000208,373.15
0.000209,373.15
0.00021,373.15
0.000211,373.15
0.000212,373.15
0.000213,373.15
0.000214,373.15
0.000215,373.15
0.000216,373.15
0.000217,373.15
0.000218,373.15
0.000219,373.15
0.00022,373.15
0.000221,373.15
0.000222,373.15
0.000223,373.15
0.000224,373.15
0.000225,373.15
0.000226,373.15
0.000227,373.15
0.000228,373.15
0.000229,373.15
0.00023,373.15
0.000231,373.15
0.000232,373.15
0.000233,373.15
0.000234,373.15
0.000235,373.15
0.000236,373.15
0.000237,373.15
0.000238,373.15
0.000239,373.15
0.00024,373.15
0.000241,373.15
0.000242,373.15
0.000243,373.15
0.000244,373.15
0.000245,373.15
0.000246,373.15
0.000247,373.15
0.000248,373.15
0.000249,373.15
0.00025,373.15
0.000251,373.15
0.000252,373.15
0.000253,373.15
0.000254,373.15
0.000255,373.15
0.000256,373.15
0.000257,373.15
0.000258,373.15
0.000259,373.15
0.00026,373.15
0.000261,373.15
0.000262,373.15
0.000263,373.15
0.000264,373.15
0.000265,373.15
0.000266,373.15
0.000267,373.15
0.000268,373.15
0.000269,373.15
0.00027,373.15
0.000271,373.15
0.000272,373.15
0.000273,373.15
0.000274,373.15
0.000275,373.15
0.000276,373.15
0.000277,373.15
0.000278,373.15
0.000279,373.15
0.00028,373.15
0.000281,373.15
0.000282,373.15
0.000283,373.15
0.000284,373.15
0.000285,373.15
0.000286,373.15
0.000287,373.15
0.000288,373.15
0.000289,373.15
0.00029,373.15
0.000291,373.15
0.000292,373.15
0.000293,373.15
0.000294,373.15
0.000295,373.15
0.000296,373.15
0.000297,373.15
0.000298,373.15
0.000299,373.15
0.0003,373.15
0.000301,373.15
0.000302,373.15
0.000303,373.15
0.000304,373.15
0.000305,373.15
0.000306,373.15
0.000307,373.15
0.000308,373.15
0.000309,373.15
